Fd,Family,Type,Laddr,Raddr,Status,Pid,FamilyString,Timestamp,TypeString
0,2,1,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 51543
}","{
 ""IP"": ""74.178.76.44"",
 ""Port"": 443
}",TIME_WAIT,0,IPv4,1601-01-01T00:00:00Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 51546
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8889
}",TIME_WAIT,0,IPv4,1601-01-01T00:00:00Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 51547
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8889
}",TIME_WAIT,0,IPv4,1601-01-01T00:00:00Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 51549
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8889
}",TIME_WAIT,0,IPv4,1601-01-01T00:00:00Z,TCP
0,2,1,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 51551
}","{
 ""IP"": ""127.0.0.1"",
 ""Port"": 8889
}",ESTAB,1984,IPv4,2025-09-01T06:33:47Z,TCP
0,2,1,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 51552
}","{
 ""IP"": ""13.107.6.158"",
 ""Port"": 443
}",ESTAB,1984,IPv4,2025-09-01T06:33:47Z,TCP
0,2,1,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 51553
}","{
 ""IP"": ""192.168.1.35"",
 ""Port"": 1514
}",SENT,1516,IPv4,2025-09-01T06:33:49Z,TCP
0,2,1,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 51554
}","{
 ""IP"": ""4.213.133.109"",
 ""Port"": 443
}",ESTAB,1984,IPv4,2025-09-01T06:33:51Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 445
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,4,IPv4,2025-08-21T14:11:45Z,TCP
0,2,1,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 7680
}","{
 ""IP"": ""0.0.0.0"",
 ""Port"": 0
}",LISTEN,5292,IPv4,2025-08-30T08:53:01Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 135
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,332,IPv6,2025-08-21T14:11:25Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 445
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,4,IPv6,2025-08-21T14:11:45Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 7680
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,5292,IPv6,2025-08-30T08:53:01Z,TCP
0,23,1,"{
 ""IP"": ""::1"",
 ""Port"": 42050
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,9592,IPv6,2025-09-01T06:00:56Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49664
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,848,IPv6,2025-08-21T14:11:25Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49665
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,692,IPv6,2025-08-21T14:11:26Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49666
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,1468,IPv6,2025-08-21T14:11:31Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49668
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,2568,IPv6,2025-08-21T14:11:36Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49669
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,1688,IPv6,2025-08-21T14:11:51Z,TCP
0,23,1,"{
 ""IP"": ""::"",
 ""Port"": 49674
}","{
 ""IP"": ""::"",
 ""Port"": 0
}",LISTEN,808,IPv6,2025-08-21T14:12:11Z,TCP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 123
}","{
 ""IP"": """",
 ""Port"": 0
}",,10384,IPv4,2025-08-30T09:13:49Z,UDP
0,2,2,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 137
}","{
 ""IP"": """",
 ""Port"": 0
}",,4,IPv4,2025-08-30T09:00:39Z,UDP
0,2,2,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 138
}","{
 ""IP"": """",
 ""Port"": 0
}",,4,IPv4,2025-08-30T09:00:39Z,UDP
0,2,2,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv4,2025-08-30T09:00:37Z,UDP
0,2,2,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv4,2025-08-30T09:00:37Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5050
}","{
 ""IP"": """",
 ""Port"": 0
}",,5328,IPv4,2025-08-21T14:12:30Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8520,IPv4,2025-09-01T06:16:29Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv4,2025-08-30T09:00:39Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5355
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv4,2025-08-30T09:00:39Z,UDP
0,2,2,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 52666
}","{
 ""IP"": """",
 ""Port"": 0
}",,2804,IPv4,2025-08-21T14:11:40Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 54747
}","{
 ""IP"": """",
 ""Port"": 0
}",,10832,IPv4,2025-09-01T06:08:15Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 62026
}","{
 ""IP"": """",
 ""Port"": 0
}",,10832,IPv4,2025-09-01T06:08:24Z,UDP
0,2,2,"{
 ""IP"": ""192.168.1.37"",
 ""Port"": 65172
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv4,2025-08-30T09:00:37Z,UDP
0,2,2,"{
 ""IP"": ""127.0.0.1"",
 ""Port"": 65173
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv4,2025-08-30T09:00:37Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8520,IPv4,2025-09-01T06:16:29Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 51940
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv4,2025-09-01T06:00:07Z,UDP
0,2,2,"{
 ""IP"": ""0.0.0.0"",
 ""Port"": 57270
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv4,2025-09-01T06:00:26Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 123
}","{
 ""IP"": """",
 ""Port"": 0
}",,10384,IPv6,2025-08-30T09:13:49Z,UDP
0,23,2,"{
 ""IP"": ""::1"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv6,2025-08-30T09:00:37Z,UDP
0,23,2,"{
 ""IP"": ""fe80::c993:2ddb:9c60:8f81"",
 ""Port"": 1900
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv6,2025-08-30T09:00:37Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv6,2025-08-30T09:00:39Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5353
}","{
 ""IP"": """",
 ""Port"": 0
}",,8520,IPv6,2025-09-01T06:16:29Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 5355
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv6,2025-08-30T09:00:39Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 51940
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv6,2025-09-01T06:00:07Z,UDP
0,23,2,"{
 ""IP"": ""::"",
 ""Port"": 57270
}","{
 ""IP"": """",
 ""Port"": 0
}",,2040,IPv6,2025-09-01T06:00:26Z,UDP
0,23,2,"{
 ""IP"": ""fe80::c993:2ddb:9c60:8f81"",
 ""Port"": 65170
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv6,2025-08-30T09:00:37Z,UDP
0,23,2,"{
 ""IP"": ""::1"",
 ""Port"": 65171
}","{
 ""IP"": """",
 ""Port"": 0
}",,2680,IPv6,2025-08-30T09:00:37Z,UDP
